,published_date,title,publisher,kode_emitten,title_en
481,2021-07-15,BRI optimistis laju KPR bakal tumbuh 6% hingga akhir tahun nanti,Kontan,BBRI,BRI is optimistic that mortgage rates will grow 6% by the end of the year
482,2021-07-16,"Mau Simpan Uang Minim Risiko? Cek Dulu Bunga Deposito di BCA, Mandiri, BRI, & BNI!",Bisnis,BBRI,"Want to save money with minimal risk? First check the deposit interest at BCA, Mandiri, BRI, & BNI!"
483,2021-07-16,"Bank BRI Rights Issue Jumbo, Bagaimana Prospeknya?",CNBC Indonesia,BBRI,"Bank BRI Rights Issue Jumbo, What are the Prospects?"
484,2021-07-16,BRI Dukung Kemenkes & OJK untuk Program Vaksinasi Nasional,CNBC Indonesia,BBRI,BRI Supports the Ministry of Health & OJK for the National Vaccination Program
485,2021-07-17,"Bangkitkan Inovasi Mahasiswa, BRI Gelar Creation Scholarship",CNBC Indonesia,BBRI,"Generating Student Innovation, BRI Holds Creation Scholarship"
486,2021-07-19,"BCA-BRI Masih Jawara, Market Cap Bank Jago Resmi Salip Astra",CNBC Indonesia,BBRI,"BCA-BRI Still Champions, Bank Jago's Market Cap Officially Overtakes Astra"
487,2021-07-21,"Profil Rektor UI Ari Kuncoro, dari Komisaris BNI (BBNI) ke BRI (BBRI)",Bisnis,BBRI,"Profile of UI Chancellor Ari Kuncoro, from Commissioner of BNI (BBNI) to BRI (BBRI)"
488,2021-07-21,"Cara Mudah Cairkan BPUM di BRI, Cek eform.bri.co.id/bpum",CNBC Indonesia,BBRI,"Easy way to cash out BPUM at BRI, check eform.bri.co.id/bpum"
489,2021-07-21,"Disuntik Rights Issue, BRI Tak Terkalahkan di Ultra Mikro",CNBC Indonesia,BBRI,"Injected with Rights Issue, BRI is Unbeatable in Ultra Micro"
490,2021-07-21,Bunga Deposito BRI dan Mandiri,Kontan,BBRI,BRI and Mandiri Deposit Interest
491,2021-07-22,"Polemik Rangkap Jabatan, Rektor UI Mundur dari Wakomut BRI",CNBC Indonesia,BBRI,"Polemic of Dual Positions, UI Chancellor Resigns as Deputy Commissioner of BRI"
492,2021-07-22,"RUPSLB Hari Ini, Cek Sederet Manfaat Rights Issue Jumbo BRI!",CNBC Indonesia,BBRI,"Today's EGMS, Check Out the Benefits of BRI's huge Rights Issue!"
493,2021-07-22,"Dalam Setahun, Jumlah Kantor Cabang BRI (BBRI) Susut 341 Unit",Bisnis,BBRI,"In a year, the number of BRI (BBRI) branch offices decreased by 341 units"
494,2021-07-22,"Setujui Rights Issue 28 M Saham, Ini Hasil Lengkap RUPSLB BRI",CNBC Indonesia,BBRI,"Approve Rights Issue of 28 M Shares, These are the Complete Results of BRI's EGMS"
495,2021-07-22,Kok Harga Rights Issue BBRI Belum Dipatok? Ini Penjelasannya,CNBC Indonesia,BBRI,How come the BBRI Rights Issue Price Hasn't Been Set? This is the explanation
496,2021-07-23,"BRI Jadi Induk PNM & Pegadaian, Ini Skema Holding Ultra Mikro",CNBC Indonesia,BBRI,"BRI Becomes Parent of PNM & Pegadaian, This is an Ultra Micro Holding Scheme"
497,2021-07-23,BRI (BBRI) Tutup 341 Kantor dalam Setahun. Bagaimana Nasib Karyawan?,Bisnis,BBRI,BRI (BBRI) Closes 341 Offices in a Year. What About the Employees?
498,2021-07-23,"Peringati Hari Anak, BRI Renovasi Sekolah di Tapal Batas",CNBC Indonesia,BBRI,"Commemorating Children's Day, BRI Renovations Schools in Tapal Batas"
499,2021-07-24,"RUPSLB BRI Setujui Penerbitan 28,67 Miliar Lembar Saham Baru",CNBC Indonesia,BBRI,BRI EGMS Approves Issuance of 28.67 Billion New Shares
500,2021-07-25,"Heboh soal Rektor UI-Komisaris BRI, Menteri Nadiem Buka Suara",CNBC Indonesia,BBRI,"Excited about the UI Chancellor-BRI Commissioner, Minister Nadiem opens his voice"
501,2021-07-25,"Segera Terbentuk, Ini Sederet Manfaat Holding Ultra Mikro BRI",CNBC Indonesia,BBRI,"Soon to be formed, here are a series of benefits of holding Ultra Micro BRI"
502,2021-07-26,"Rights Issue, BBRI Targetkan Raih Dana Tunai Rp 41,5 T",CNBC Indonesia,BBRI,"Rights Issue, BBRI Targets to Obtain IDR 41.5 T in Cash Funds"
503,2021-07-26,"Resmi! Ini Jadwal Lengkap Rights Issue BBRI Rp 95,92 T",CNBC Indonesia,BBRI,Official! This is the complete schedule for the BBRI Rights Issue Rp. 95.92 T
504,2021-07-26,"Rights Issue Jumbo, BRI Optimis Dapat Terserap Optimal",CNBC Indonesia,BBRI,"huge Rights Issue, BRI Optimistic It Can Be Optimally Absorbed"
505,2021-07-26,Terungkap! Ini Rencana Besar BBRI hingga 2024,CNBC Indonesia,BBRI,Revealed! This is BBRI's big plan until 2024
506,2021-07-27,"Data 2 Juta Nasabah BRI Life Diduga Bocor, Hacker Minta Tebusan Ratusan Juta",Bisnis,BBRI,"Data of 2 Million BRI Life Customers Allegedly Leaked, Hackers Demand Ransom of Hundreds of Millions"
507,2021-07-27,"Mantap! BRI Salurkan KUR Pertanian Rp 26,5 T Dalam 6 Bulan",CNBC Indonesia,BBRI,Excellent! BRI Distributes Agricultural KUR Rp. 26.5 T in 6 Months
508,2021-07-30,"Netizen Heboh Uang Hilang di BRI, Ternyata Dipakai Suaminya",CNBC Indonesia,BBRI,"Netizens are excited about the money lost at BRI, apparently it was used by her husband"
509,2021-07-30,"Heboh Nuduh Uang Hilang di BRI, Netizen Ini Malah Ngaku Salah",CNBC Indonesia,BBRI,"Excited to accuse BRI of losing money, this netizen admits he was wrong"
510,2021-07-30,"BRI (BBRI) Usul Restrukturisasi Kredit Diperpanjang sampai 2024, Ini Alasannya",Bisnis,BBRI,"BRI (BBRI) Proposed Credit Restructuring to Be Extended until 2024, Here's the Reason"
511,2021-07-31,"Apresiasi Loyalitas Nasabah, BRI Kembali Gelar BritAma FSTVL",CNBC Indonesia,BBRI,"Appreciating Customer Loyalty, BRI Holds BritAma FSTVL Again"
512,2021-08-02,BRI Buka Suara Soal Kebocoran Data Nasabah BRILife,Bisnis,BBRI,BRI Opens Voice Regarding BRILife Customer Data Leak
513,2021-08-04,BRI Gelar Pameran Virtual Lokal Keren Jatim Bangga Buatan RI,CNBC Indonesia,BBRI,BRI Holds Cool Local Virtual Exhibition East Java Proud of Indonesian Made Products
514,2021-08-04,"Dukung UMKM Bangkit, BRI Gelar Pameran Virtual Lokal Keren Jatim",Bisnis,BBRI,"Supporting MSMEs to Rise, BRI Holds a Cool East Java Local Virtual Exhibition"
515,2021-08-05,"Transaksi QRIS BRI naik 200% yoy, BRI paparkan strategi",Kontan,BBRI,"BRI QRIS transactions increase 200% yoy, BRI explains strategy"
516,2021-08-05,"Holding ultra mikro, BRI siapkan co-location hubungkan jaringan Pegadaian dan PNM",Kontan,BBRI,"Holding ultra micro, BRI prepares co-location connecting the pawnshop and PNM networks"
517,2021-08-06,Bank BRI (BBRI) lakukan program CSR lewat konsep 3P,Kontan,BBRI,Bank BRI (BBRI) carries out a CSR program through the 3P concept
518,2021-08-06,"Joss! Laba Bersih Bank BRI Semester I Naik 22% ke Rp 12,54 T",CNBC Indonesia,BBRI,Joss! BRI Bank Net Profit Semester I Increased 22% to IDR 12.54 T
519,2021-08-06,"13 September 2021, BRI Resmi Menjadi Induk Pegadaian & PNM",CNBC Indonesia,BBRI,"September 13 2021, BRI Officially Becomes the Parent of pawnshop & PNM"
520,2021-08-06,"Restrukturisasi Kredit BRI Mulai Turun, Tinggal Rp 175 T",CNBC Indonesia,BBRI,"BRI Credit Restructuring Begins to Decrease, Only IDR 175 T remains"
521,2021-08-06,"Genjot Kredit, Begini Strategi BRI Sampai Akhir 2021",CNBC Indonesia,BBRI,"Boosting Credit, Here's BRI's Strategy Until the End of 2021"
522,2021-08-06,"Raih Laba Rp 12,54 T, Ini Rincian Lengkap Kinerja BRI Q2-2021",CNBC Indonesia,BBRI,"Earning Profit of IDR 12.54 T, Here are Complete Details of BRI Q2-2021 Performance"
523,2021-08-08,"Perangi Covid-19, BRI Dukung Konser Amal Indonesia Tangguh",CNBC Indonesia,BBRI,"Fighting Covid-19, BRI Supports the tough Indonesia Charity Concert"
524,2021-08-08,"Hari Anak Nasional, BRI Berikan Beasiswa Junio Smart",CNBC Indonesia,BBRI,"National Children's Day, BRI Provides Junio ​​Smart Scholarship"
525,2021-08-09,"Cek Jadwal BCA, BRI, BNI, Mandiri Saat Libur 1 Muharram!",CNBC Indonesia,BBRI,"Check BCA, BRI, BNI, Mandiri schedules during the 1 Muharram holiday!"
526,2021-08-09,"Libur Tahun Baru Islam Digeser, Ini Jadwal BRI, Mandiri & BNI",CNBC Indonesia,BBRI,"Islamic New Year Holidays Shifted, This is the BRI, Mandiri & BNI Schedule"
527,2021-08-11,"Porsi Kredit UMKM 80,6%, BRI Kian Kokoh Sebagai Market Leader",CNBC Indonesia,BBRI,"MSME Credit Portion is 80.6%, BRI is Increasingly Strong as a Market Leader"
528,2021-08-12,"Jadi Sponsor Utama Liga 1, Ternyata Ini yang Jadi Tujuan BRI",CNBC Indonesia,BBRI,"Becoming the main sponsor of League 1, apparently this is BRI's goal"
529,2021-08-12,Sah! BRI Resmi Jadi Sponsor Utama Liga 1 Musim 2021-2022,CNBC Indonesia,BBRI,Legitimate! BRI Officially Becomes Main Sponsor of League 1 Season 2021-2022
530,2021-08-13,"Suku Bunga Deposito BCA, BNI, Bank Mandiri, dan BRI Terbaru. Cek di Sini!",Bisnis,BBRI,"Latest BCA, BNI, Bank Mandiri and BRI Deposit Interest Rates. Check Here!"
531,2021-08-13,"Hari UMKM Nasional, Ini Dukungan Pekerja BRI ke Pelaku Usaha",CNBC Indonesia,BBRI,"National MSME Day, This is BRI Workers' Support for Business Actors"
532,2021-08-16,"Porsi Kredit UMKM BRI (BBRI) Sentuh 80,6 Persen, Market Share Terbesar",Bisnis,BBRI,"BRI (BBRI) MSME Credit Portion Touches 80.6 Percent, Largest Market Share"
533,2021-08-16,Selama Pandemi BRI Salurkan Kredit Mikro Rp161 T ke Pertanian,CNBC Indonesia,BBRI,"During the Pandemic, BRI Distributed Micro Credit of IDR 161 T to Agriculture"
534,2021-08-18,"Transaksi E-Channel BRI (BBRI) Melonjak jadi 5,7 Miliar selama Kuartal II/2021",Bisnis,BBRI,BRI (BBRI) E-Channel Transactions Soared to 5.7 Billion during Quarter II/2021
535,2021-08-19,"Tunggu Izin Digital OJK, BRI Agro Rights Issue 2 Miliar Saham",CNBC Indonesia,BBRI,"Waiting for OJK Digital Permit, BRI Agro Rights Issue 2 Billion Shares"
536,2021-08-20,Ini Strategi BRI Dukung Pengembangan Ekosistem Padi,CNBC Indonesia,BBRI,This is BRI's strategy to support the development of the rice ecosystem
537,2021-08-22,Perjalanan karir Arga Mahanana Nugraha di BRI hingga jadi direktur di usia 40 tahun,Kontan,BBRI,Arga Mahanana Nugraha's career journey at BRI until he became director at the age of 40
538,2021-08-23,Raih Merdeka Finansial Bersama BRI Wealth Management,CNBC Indonesia,BBRI,Achieve Financial Freedom with BRI Wealth Management
539,2021-08-23,Strategi Merdeka Finansial Jitu dari BRI,CNBC Indonesia,BBRI,Effective Financial Independence Strategy from BRI
540,2021-08-24,"Transformasi Digital & Culture, Penyelamat BRI Saat Pandemi",CNBC Indonesia,BBRI,"Digital & Cultural Transformation, BRI's Savior During the Pandemic"
541,2021-08-24,"Dorong UMKM Bangkit, BRI Gandeng Narasi dan Kitabisa.com Selenggarakan Program Donasi “Bisa Borong UMKM”",Bisnis,BBRI,"Encouraging MSMEs to Rise, BRI Collaborates with Narasi and Kitabisa.com to Organize Donation Program ""Can Buy MSMEs"""
542,2021-08-25,"Holding BUMN UMi, Suntikan Optimisme bagi Investor untuk BBRI",CNBC Indonesia,BBRI,"Holding BUMN UMi, Injection of Optimism for Investors for BBRI"
543,2021-08-26,BRI Sabet Penghargaan Internasional Best Priority Banking,CNBC Indonesia,BBRI,BRI Wins Best Priority Banking International Award
544,2021-08-27,"Cari Penghasilan Sampingan Lewat Agen BRILink, Yuk!",Kontan,BBRI,"Look for side income through BRILink agents, come on!"
545,2021-08-27,"Syarat dan besaran bunga KPR BRI, siapa berminat mengajukan?",Kontan,BBRI,"Terms and amount of BRI KPR interest, who is interested in applying?"
546,2021-08-27,BRI Liga 1 Jadi Ajang Pemilihan Timnas Garuda Berkualitas,CNBC Indonesia,BBRI,BRI league 1 Becomes an Event for Selection of Quality Garuda National Team
547,2021-08-27,"Mitigasi Dampak Tapering, BRI Gelar Hedging School 2021",CNBC Indonesia,BBRI,"Mitigating the Impact of Tapering, BRI Holds Hedging School 2021"
548,2021-08-29,BRI Dorong Produksi Padi Terapkan Klaster & Teknologi Modern,CNBC Indonesia,BBRI,BRI Encourages Rice Production to Apply Clusters & Modern Technology
549,2021-08-30,"Plafon naik hingga Rp 100 juta, ini cara dan syarat pengajuan KUR BRI 2021",Kontan,BBRI,"The ceiling increases to IDR 100 million, this is the method and conditions for applying for BRI KUR 2021"
550,2021-08-30,"Ini perbedaan KBRI dan KJRI, perwakilan Indonesia di luar negeri",Kontan,BBRI,"This is the difference between the Indonesian Embassy and the Indonesian Consulate General, Indonesia's representatives abroad"
551,2021-08-31,"BBRI Tetapkan Rasio Rights Issue 1:0,23",Bisnis,BBRI,BBRI Sets Rights Issue Ratio at 1:0.23
552,2021-08-31,BRI Kembali Dipercaya Layani Kebutuhan Keuangan Pegawai BKN,CNBC Indonesia,BBRI,BRI is again trusted to serve the financial needs of BKN employees
553,2021-08-31,"Percepat Pemulihan Ekonomi, BRI Salurkan Bansos Sembako",CNBC Indonesia,BBRI,"Accelerating Economic Recovery, BRI Distributes Basic Food Social Assistance"
554,2021-08-31,Harga pelaksanaan rights issue Bank BRI (BBRI) dipatok Rp 3.400,Kontan,BBRI,"The implementation price for Bank BRI (BBRI) rights issue is set at IDR 3,400"
555,2021-08-31,Mengupas Strategi Bisnis dan Rencana Rights Issue Jumbo BRI,CNBC Indonesia,BBRI,Discussing BRI's huge Business Strategy and Rights Issue Plan
556,2021-09-01,"Bank BRI gelar rights issue jumbo, begini rekomendasi analis untuk saham BBRI",Kontan,BBRI,"BRI Bank is holding a huge rights issue, this is the analyst's recommendation for BBRI shares"
557,2021-09-01,"Ada Rights Issue, Peluang Beli Saham BBRI di Harga Murah",CNBC Indonesia,BBRI,"There is a Rights Issue, Opportunity to Buy BBRI Shares at Cheap Prices"
558,2021-09-01,"Jangan Terlewat! Ini Jadwal Rights Issue BRI, Harga Rp 3.400",CNBC Indonesia,BBRI,"Don't Miss It! This is the BRI Rights Issue Schedule, Price IDR 3,400"
559,2021-09-01,PREMIUM NOTES : Naik Tahta Aga Bakrie dan Prospek BRI (BBRI) Jelang Rights Issue,Bisnis,BBRI,PREMIUM NOTES: Aga Bakrie's Ascension to the Throne and BRI (BBRI) Prospects Ahead of the Rights Issue
560,2021-09-01,Bos BRI Sebut RI Siap Hadapi Risiko Tapering dari The Fed,CNBC Indonesia,BBRI,BRI Boss Says RI is Ready to Face the Risk of Tapering from the Fed
561,2021-09-01,"Jangan Bingung, Begini Cara Tebus Rights Issue BBRI",CNBC Indonesia,BBRI,"Don't be confused, here's how to redeem BBRI's rights issue"
562,2021-09-02,Ini cara memesan rights issue saham Bank Rakyat Indonesia (BBRI),Kontan,BBRI,This is how to order a rights issue of Bank Rakyat Indonesia (BBRI) shares
563,2021-09-02,Kesempatan Beli Saham BBRI di Harga Murah Saat Right Issue,CNBC Indonesia,BBRI,Opportunity to Buy BBRI Shares at Cheap Prices During Rights Issue
564,2021-09-02,Pengumuman! Ada Lowongan Kerja BRI di e-recruitment.bri.co.id,CNBC Indonesia,BBRI,Announcement! There are BRI Job Vacancies at e-recruitment.bri.co.id
565,2021-09-02,Sederet Fakta-Fakta Rights Issue BRI,CNBC Indonesia,BBRI,A series of facts about BRI's rights issue
566,2021-09-02,"Kurs Jual Beli Dolar AS di BCA dan BRI, 2 September 2021",Bisnis,BBRI,"US Dollar Buying and Selling Rates at BCA and BRI, 2 September 2021"
567,2021-09-02,"Rights Issue, Saham BBRI Bakal Naik Dalam Jangka Pendek",CNBC Indonesia,BBRI,"Rights Issue, BBRI Shares Will Rise in the Short Term"
568,2021-09-02,Jangan Ketinggalan! Ini Serba-Serbi Rights Issue BBRI,CNBC Indonesia,BBRI,Do not miss! This is all about BBRI's Rights Issue
569,2021-09-03,"Jangan Keliru, Semua Investor Bisa Ikut Rights Issue BRI",CNBC Indonesia,BBRI,"Make No Mistake, All Investors Can Participate in BRI Rights Issue"
570,2021-09-03,Tebus Rights Issue BBRI Apakah Bakal Untung?,CNBC Indonesia,BBRI,Redeem BBRI Rights Issue Will You Make a Profit?
571,2021-09-04,Pefindo Tetapkan Peringkat BRI (BBRI) AAA dengan Outlook Stabil,Bisnis,BBRI,Pefindo Assigns BRI (BBRI) AAA Rating with Stable Outlook
572,2021-09-05,BRI (BBRI) Sebut Perpanjangan Restrukturisasi Kredit Sesuai Harapan,Bisnis,BBRI,BRI (BBRI) Says Credit Restructuring Extension Meets Expectations
573,2021-09-06,BRI Dukung Digital Payment & KPA di Apartemen Serpong Garden,CNBC Indonesia,BBRI,BRI Supports Digital Payment & KPA at Serpong Garden Apartment
574,2021-09-06,"Pasca Right Issue, Book Value BBRI Bakal Naik",CNBC Indonesia,BBRI,"After the Rights Issue, BBRI's Book Value will increase"
575,2021-09-06,"Efek ganda rights issue BRI, dorong UMKM lebih produktif",Kontan,BBRI,The double effect of BRI's rights issue is to encourage MSMEs to be more productive
576,2021-09-07,"Cum Date Hari Ini, Begini Cara Tebus Rights Issue BBRI",CNBC Indonesia,BBRI,"Cum Date Today, Here's How to Redeem BBRI Rights Issue"
577,2021-09-07,"Rights Issue BRI Rp 95,9 T, BEI: Terbesar dalam Sejarah",CNBC Indonesia,BBRI,"BRI Rights Issue IDR 95.9 T, BEI: Largest in History"
578,2021-09-07,"Hari Pelanggan Nasional, BRI Komitmen Beri Kemudahan Layanan",CNBC Indonesia,BBRI,"National Customer Day, BRI Commits to Providing Ease of Service"
579,2021-09-07,"Cum Date Hari Ini, Kesempatan Beli Saham BBRI Harga Miring",CNBC Indonesia,BBRI,"Cum Date Today, Opportunity to Buy BBRI Shares at Low Prices"
580,2021-09-07,"Ekspor Produk UMKM BRILianpreneur, BRI Targetkan Rp 942 M",CNBC Indonesia,BBRI,"BRILianpreneur MSME Product Exports, BRI Targets IDR 942 Billion"
581,2021-09-08,"Jelang Rights Issue, Harga Teoritis BBRI Ditetapkan Rp 3.810",CNBC Indonesia,BBRI,"Ahead of Rights Issue, BBRI's Theoretical Price Set at IDR 3,810"
582,2021-09-08,Catat! BRI Jadi Tempat Bekerja Terbaik di Asia Versi HR Asia,CNBC Indonesia,BBRI,Note! BRI is the Best Place to Work in Asia According to HR Asia
583,2021-09-08,Dirut Jadi Best CEO & BRI Borong 3 Penghargaan di Ajang Ini,CNBC Indonesia,BBRI,Managing Director Becomes Best CEO & BRI Wins 3 Awards at This Event
584,2021-09-09,Pendapatan Transaksi Treasury BRI Tumbuh Signifkan,CNBC Indonesia,BBRI,BRI Treasury Transaction Income Grows Significantly
585,2021-09-09,BRI (BBRI) Jelaskan Perbedaan Sasaran Digitalisasi dengan BRI Agro (AGRO),Bisnis,BBRI,BRI (BBRI) Explains the Differences in Digitalization Targets with BRI Agro (AGRO)
586,2021-09-09,"Tingkatkan Produk Investasi, BRI & BRIDS Jalin Sinergi",CNBC Indonesia,BBRI,"Improve Investment Products, BRI & BRIDS Establish Synergy"
587,2021-09-10,"Kembangkan Digitalisasi, Ini Beda Sasaran BRI dan BRI Agro",CNBC Indonesia,BBRI,"Develop digitalization, this is a different target for BRI and BRI Agro"
588,2021-09-10,BRI Pakai 70% Hasil Rights Issue untuk Pembiayaan UMKM,CNBC Indonesia,BBRI,BRI Uses 70% of Rights Issue Proceeds for MSME Financing
589,2021-09-10,"Dorong Penjualan Produk Klaster Usaha Binaan, BRI Dukung Pemberdayaan UMKM",Bisnis,BBRI,"Encouraging Sales of Fostered Business Cluster Products, BRI Supports MSME Empowerment"
590,2021-09-11,"Gaet BRI, Serpong Garden Apartment Tawarkan Kemudahan bagi Milenial",Bisnis,BBRI,"Attracting BRI, Serpong Garden Apartment Offers Convenience for Millennials"
591,2021-09-12,Dirut BRI: Sepak Bola Seperti Miniatur Organisasi,CNBC Indonesia,BBRI,BRI President Director: Football is like a miniature organization
592,2021-09-13,Sah! BRI Jadi Induk Pegadaian dan PNM,CNBC Indonesia,BBRI,Legitimate! BRI Becomes Parent of pawnshop and PNM
593,2021-09-13,"Tak Sekadar Bisnis, Ini Misi Penting Holding Ultra-Mikro BRI",CNBC Indonesia,BBRI,"Not Just Business, This is an Important Mission of BRI Ultra-Micro Holding"
594,2021-09-13,"Erick Resmi Bentuk Holding Ultra Mikro, Begini Rencana BRI",CNBC Indonesia,BBRI,"Erick Officially Forms Ultra Micro Holding, Here's BRI's Plan"
595,2021-09-13,"Penebusan Dana Rights Issue BBRI Dmulai Hari Ini, Simak Tahapannya!",Bisnis,BBRI,"Redemption of BBRI Rights Issue Funds Starts Today, Check Out the Stages!"
596,2021-09-14,Kronologi Lengkap Beralihnya Saham PNM & Pegadaian ke BRI,CNBC Indonesia,BBRI,Complete Chronology of Transfer of PNM & pawnshop Shares to BRI
597,2021-09-14,"Jadi Holding Ultra Mikro, BRI Tumbuh Sebagai Kapal Induk",CNBC Indonesia,BBRI,"Becoming an Ultra Micro Holding, BRI Grows as an Mother Ship"
598,2021-09-14,"Bos BRI: Bukan Merger, Begini Bentuk Bisnis Pegadaian & PNM",CNBC Indonesia,BBRI,"BRI Boss: Not a Merger, This is What the Pawnshop & PNM Business Looks Like"
599,2021-09-14,Promo Diskon D’Cost Seafood Lewat Gopay Hingga Debit BRI,Kontan,BBRI,D'Cost Seafood Discount Promo Via Gopay Up to BRI Debit
600,2021-09-15,"Di BRI bunga paylater dan kartu kredit sama, sebesar 1,75%",Kontan,BBRI,"At BRI, the interest on paylater and credit cards is the same, at 1.75%"
601,2021-09-17,Bos BRI Beberkan Nasib 81.680 Pegawai Pegadaian & PNM,CNBC Indonesia,BBRI,"BRI Boss Reveals the Fate of 81,680 pawnshop & PNM Employees"
